81,0
74,0
65,0
79,0.24519206250000003
81,0.49038412500000006
79,0.7355761875000001
65,0.9807682500000001
74,0.9807682500000001
81,0.9807682500000001
79,1.2259603125000003
81,1.4711523750000004
79,1.7163444375000005
79,1.9615365000000007
72,1.9615365000000007
65,1.9615365000000007
77,2.206728562500001
79,2.451920625000001
77,2.697112687500001
79,2.9423047500000012
65,2.9423047500000012
72,2.9423047500000012
77,3.1874968125000014
79,3.4326888750000015
77,3.6778809375000017
77,3.923073000000002
65,3.923073000000002
71,3.923073000000002
76,4.1682650625000015
77,4.413457125000002
76,4.658649187500002
77,4.903841250000002
65,4.903841250000002
71,4.903841250000002
76,5.149033312500002
77,5.394225375000002
76,5.639417437500002
76,5.8846095000000025
65,5.8846095000000025
69,5.8846095000000025
74,6.129801562500003
76,6.374993625000003
74,6.620185687500003
76,6.865377750000003
65,6.865377750000003
69,6.865377750000003
74,7.110569812500003
76,7.355761875000003
77,7.6009539375000035
