62,0
62,0.230769
69,0.461538
69,0.692307
71,0.923076
71,1.153845
69,1.384614
67,2.076921
67,2.30769
66,2.538459
66,2.769228
64,2.999997
64,3.230766
62,3.461535
69,4.153842
69,4.384611
67,4.61538
67,4.8461490000000005
66,5.076918000000001
66,5.307687000000001
64,5.538456000000002
69,6.230763000000001
69,6.461532000000002
67,6.692301000000002
67,6.923070000000003
66,7.153839000000003
66,7.384608000000004
64,7.615377000000004
62,8.307684000000004
62,8.538453000000004
69,8.769222000000005
69,8.999991000000005
71,9.230760000000005
71,9.461529000000006
69,9.692298000000006
67,10.384605000000006
67,10.615374000000006
66,10.846143000000007
66,11.076912000000007
64,11.307681000000008
64,11.538450000000008
62,11.769219000000009
